Sr. No.,Work Type,Work ID,State,IDA District,IDA Office,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount (INR)
20009,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18326/2025-2026/175583,Gujarat,MORBI,District collector Morbi,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,2025-12-04,CHARADVA GRAM PANCHAYAT,Payment Success,299786.0
20010,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18118/2025-2026/188310,Maharashtra,NASHIK,DISTRICT COLLECTOR NASHIK,BHASKAR MURLIDHAR BHAGARE,DINDORI(ST),2026-02-02,PRASAD SHANTARAM DARADE,Payment Success,800000.0
20011,Construction of culverts and bridges,WS/MP533/2025-2026/226015,Arunachal Pradesh,KRA DAADI,DC KRADAADI,Kiren Rijiju,ARUNACHAL WEST,2025-12-05,T S Enterprises,Payment Success,1500000.0
20012,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18394/2025-2026/209304,Tamil Nadu,NAMAKKAL,DISTRICT COLLECTOR NAMAKKAL,V S Matheswaran,NAMAKKAL,2025-12-09,D Sakthivel,Payment Success,309584.0
20013,Providing drains and gutters for public drainage,WS/MP18394/2025-2026/209302,Tamil Nadu,NAMAKKAL,DISTRICT COLLECTOR NAMAKKAL,V S Matheswaran,NAMAKKAL,2026-01-27,D Sakthivel,Payment Success,894105.0
20014,Development of playfields and sports grounds,WS/MP18110/2025-2026/209776,Maharashtra,Ahilyanagar,DISTRICT COLLECTOR AHMEDNAGAR,NILESH DNYANDEV LANKE,AHMEDNAGAR,2025-12-19,SURAJKUMAR SARJERAO RASKAR,Payment Success,1493825.0
20015,Construction of additional rooms and halls in the existing public and community building,WS/MP18193/2024-2025/156313,Telangana,MEDCHAL MALKAJGIRI,DISTRICT COLLECTOR MEDCHAL MALKAJGIRI,EATALA RAJENDER,MALKAJGIRI,2026-06-23,Venna Kasi Reddy,Payment Success,2959799.0
20016,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18193/2024-2025/155553,Telangana,MEDCHAL MALKAJGIRI,DISTRICT COLLECTOR MEDCHAL MALKAJGIRI,EATALA RAJENDER,MALKAJGIRI,2026-01-08,Venna Kasi Reddy,Payment Success,445068.0
20017,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18193/2024-2025/155552,Telangana,MEDCHAL MALKAJGIRI,DISTRICT COLLECTOR MEDCHAL MALKAJGIRI,EATALA RAJENDER,MALKAJGIRI,2026-01-08,Venna Kasi Reddy,Payment Success,439576.0
20018,Construction of bus-sheds or bus-stops,WS/MP18314/2025-2026/219741,Punjab,SANGRUR,DEPUTY COMMISSIONER SANGRUR,GURMEET SINGH MEET HAYER,SANGRUR,2026-01-08,Jaswinder Singh Sarpanch,Payment Success,46818.0
20019,Construction of community centers and community halls,WS/MP18110/2025-2026/209777,Maharashtra,Ahilyanagar,DISTRICT COLLECTOR AHMEDNAGAR,NILESH DNYANDEV LANKE,AHMEDNAGAR,2026-04-07,SANKET BHAUSAHEB VYAVAHARE,Payment Success,1474746.0
20020,Construction of community centers and community halls,WS/MP18110/2025-2026/209780,Maharashtra,Ahilyanagar,DISTRICT COLLECTOR AHMEDNAGAR,NILESH DNYANDEV LANKE,AHMEDNAGAR,2026-06-24,SANKET BHAUSAHEB VYAVAHARE,Payment Success,1483976.0
20021,Construction of bus-sheds or bus-stops,WS/MP18076/2025-2026/217268,Karnataka,BENGALURU URBAN,DEPUTY COMMISSIONER BANGALORE URBAN,DR C N MANJUNATH,BANGALORE RURAL,2026-05-20,SHYLAJA K,Payment Success,498773.0
20022,Construction of bus-sheds or bus-stops,WS/MP18076/2026-2027/218142,Karnataka,BENGALURU URBAN,DEPUTY COMMISSIONER BANGALORE URBAN,DR C N MANJUNATH,BANGALORE RURAL,2026-05-20,SHYLAJA K,Payment Success,498773.0
20023,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/219469,Punjab,BARNALA,DEPUTY COMMISSIONER BARNALA,GURMEET SINGH MEET HAYER,SANGRUR,2025-12-17,Davinder Singh mistri,Payment Success,43056.0
20024,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18054/2025-2026/185040,Gujarat,MAHESANA,DISTRICT COLLECTOR MAHESANA,HARIBHAI PATEL,MAHESANA,2025-12-03,GANESHPURA GAMBHU GRAM PANCHAYAT,Payment Success,200000.0
20025,"Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",WS/MP18245/2025-2026/165173,West Bengal,Paschim Medinipur,DISTRICT MAGISTRATE PASCHIM MEDINIPUR,BAG MITALI,ARAMBAG(SC),2025-12-04,AMIT PAN,Payment Success,706387.0
20026,Improvement of electricity distribution infrastructure,WS/MP791/2025-2026/252216,Uttar Pradesh,Siddharthnagar,DISTRICT MAGISTRATE SIDDHARTH NAGAR,Jagdambika Pal,DOMARIYAGANJ,2026-07-10,EDD Dumariyaganj,Payment Success,495600.0
20027,Improvement of electricity distribution infrastructure,WS/MP791/2025-2026/252215,Uttar Pradesh,Siddharthnagar,DISTRICT MAGISTRATE SIDDHARTH NAGAR,Jagdambika Pal,DOMARIYAGANJ,2026-07-10,EDD Dumariyaganj,Payment Success,236800.0
20028,Street lights,WS/MP18088/2025-2026/181174,Karnataka,KOLAR,DEPUTY COMMISSIONER KOLAR,M. MALLESH BABU,KOLAR(SC),2026-04-04,VENKATAREDDY,Payment Success,123919.0
20029,Street lights,WS/MP18088/2025-2026/181174,Karnataka,KOLAR,DEPUTY COMMISSIONER KOLAR,M. MALLESH BABU,KOLAR(SC),2025-12-02,VENKATAREDDY,Payment Success,371000.0
20030,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18109/2025-2026/244408,Madhya Pradesh,SIDHI,DISTRICT COLLECTOR SIDHI,DR. RAJESH MISHRA,SIDHI,2026-01-23,GRAM PANCHAYAT GADA BABAN SINGH,Payment Success,250000.0
20031,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18109/2025-2026/244408,Madhya Pradesh,SIDHI,DISTRICT COLLECTOR SIDHI,DR. RAJESH MISHRA,SIDHI,2026-01-23,GRAM PANCHAYAT GADA BABAN SINGH,Payment Success,250000.0
20032,Construction of toilet blocks,WS/MP18158/2025-2026/191127,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,DR DHARAMVIRA GANDHI,PATIALA,2025-12-02,HARPREET SINGH,Payment Success,22400.0
20033,Construction of toilet blocks,WS/MP18158/2025-2026/191127,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,DR DHARAMVIRA GANDHI,PATIALA,2025-12-02,HARPREET SINGH,Payment Success,14800.0
20034,Construction of toilet blocks,WS/MP18158/2025-2026/176998,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,DR DHARAMVIRA GANDHI,PATIALA,2025-12-02,BHUSHAN TRADING CO,Payment Success,6515.0
20035,Construction of toilet blocks,WS/MP18158/2025-2026/176998,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,DR DHARAMVIRA GANDHI,PATIALA,2025-12-02,BHUSHAN TRADING CO,Payment Success,7550.0
20036,Construction of toilet blocks,WS/MP18158/2025-2026/176998,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,DR DHARAMVIRA GANDHI,PATIALA,2025-12-02,BHUSHAN TRADING CO,Payment Success,5916.0
20037,Construction of buildings for crèches and anganwadies,WS/MP716/2025-2026/226663,Punjab,MANSA,DEPUTY COMMISSIONER MANSA,Smt Harsimrat Kaur Badal,BHATINDA,2026-01-16,Parwinder Kaur Sarpanch,Payment Success,45266.0
20038,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/226661,Punjab,MANSA,DEPUTY COMMISSIONER MANSA,Smt Harsimrat Kaur Badal,BHATINDA,2026-01-16,Parwinder Kaur Sarpanch,Payment Success,24504.0
20039,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/226661,Punjab,MANSA,DEPUTY COMMISSIONER MANSA,Smt Harsimrat Kaur Badal,BHATINDA,2026-06-15,Parwinder Kaur Sarpanch,Payment Success,24548.0
20040,Construction of buildings for crèches and anganwadies,WS/MP716/2025-2026/226663,Punjab,MANSA,DEPUTY COMMISSIONER MANSA,Smt Harsimrat Kaur Badal,BHATINDA,2026-06-15,Parwinder Kaur Sarpanch,Payment Success,22468.0
20041,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/226662,Punjab,MANSA,DEPUTY COMMISSIONER MANSA,Smt Harsimrat Kaur Badal,BHATINDA,2025-12-12,Parwinder Kaur Sarpanch,Payment Success,58291.0
20042,Construction of buildings for crèches and anganwadies,WS/MP716/2025-2026/226663,Punjab,MANSA,DEPUTY COMMISSIONER MANSA,Smt Harsimrat Kaur Badal,BHATINDA,2025-12-12,Parwinder Kaur Sarpanch,Payment Success,38880.0
20043,Construction of buildings for crèches and anganwadies,WS/MP716/2025-2026/226663,Punjab,MANSA,DEPUTY COMMISSIONER MANSA,Smt Harsimrat Kaur Badal,BHATINDA,2025-12-03,JINDAL BRICK KILN CO,Payment Success,32000.0
20044,Construction of buildings for crèches and anganwadies,WS/MP716/2025-2026/226663,Punjab,MANSA,DEPUTY COMMISSIONER MANSA,Smt Harsimrat Kaur Badal,BHATINDA,2025-12-03,JINDAL BRICK KILN CO,Payment Success,35200.0
20045,Construction of buildings for crèches and anganwadies,WS/MP716/2025-2026/226663,Punjab,MANSA,DEPUTY COMMISSIONER MANSA,Smt Harsimrat Kaur Badal,BHATINDA,2026-06-15,JINDAL BRICK KILN CO,Payment Success,17500.0
20046,Installing community drinking water plants,WS/MP716/2025-2026/196000,Punjab,SRI MUKTSAR SAHIB,DEPUTY COMMISSIONER SRI MUKTSAR SAHIB,Smt Harsimrat Kaur Badal,BHATINDA,2026-02-24,SIMARJEET KAUR,Payment Success,148738.0
20047,Installing community drinking water plants,WS/MP716/2025-2026/196000,Punjab,SRI MUKTSAR SAHIB,DEPUTY COMMISSIONER SRI MUKTSAR SAHIB,Smt Harsimrat Kaur Badal,BHATINDA,2025-12-24,SIMARJEET KAUR,Payment Success,69560.0
20048,Construction of boundary walls of existing public and community buildings,WS/MP538/2025-2026/224047,Assam,UDALGURI,DEPUTY COMMISSIONER Udalguri,Dilip Saikia,Darrang-Udalguri,2026-01-21,BABITA RABHA,Payment Success,89554.0
20049,Construction of buildings for community cultural activities,WS/MP538/2025-2026/223526,Assam,UDALGURI,DEPUTY COMMISSIONER Udalguri,Dilip Saikia,Darrang-Udalguri,2026-01-08,BABITA RABHA,Payment Success,86710.0
20050,Construction of boundary walls of existing public and community buildings,WS/MP538/2025-2026/224047,Assam,UDALGURI,DEPUTY COMMISSIONER Udalguri,Dilip Saikia,Darrang-Udalguri,2026-06-17,BABITA RABHA,Payment Success,89996.0
20051,Construction of boundary walls of existing public and community buildings,WS/MP538/2025-2026/224047,Assam,UDALGURI,DEPUTY COMMISSIONER Udalguri,Dilip Saikia,Darrang-Udalguri,2025-12-17,BABITA RABHA,Payment Success,120450.0
20052,Construction of building for veterinary aid centers,WS/MP005/2025-2026/182077,Gujarat,KHEDA,DISTRICT COLLECTOR KHEDA,Devusinh Jesingbhai Chauhan,KHEDA,2025-12-09,GOBLAJ GRAM PANCHAYAT,Payment Success,400000.0
20053,Construction of common work sheds/ common covered sitting area,WS/MP18060/2025-2026/231638,Haryana,AMBALA,DEPUTY COMMISSIONER AMBALA,VARUN CHAUDHRY,AMBALA (SC),2026-01-14,The Krishna Co op L and C Society Ltd,Payment Success,279233.0
20054,Construction of community centers and community halls,WS/MP18051/2025-2026/221018,Chhattisgarh,GARIYABAND,Collectro Gariaband,ROOP KUMARI CHOUDHARY,MAHASAMUND,2025-12-02,gram panchayat mainpur khurd,Payment Success,400000.0
20055,Development of public parks,WS/MP18157/2024-2025/172494,Punjab,LUDHIANA,DEPUTY COMMISSIONER LUDHIANA,AMRINDER SINGH RAJA WARRING,LUDHIANA,2025-12-02,AVTAR SINGH GURDIP SINGH,Payment Success,351653.0
20056,Construction of rooms and halls in school and colleges,WS/MP380/2025-2026/199112,Punjab,LUDHIANA,DEPUTY COMMISSIONER LUDHIANA,Shri Amar Singh,FATEHGARH SAHIB(SC),2025-12-09,AGGARWAL IRON STORE,Payment Success,449.0
20057,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-07,Choudhary Suppliers,Payment Success,369128.0
20058,Construction of community centers and community halls,WS/MP18162/2024-2025/147233,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2026-07-19,Choudhary Suppliers,Payment Success,392323.0
20059,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-21,MOHAN BALAI,Payment Success,18000.0
20060,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-21,KALU BALAI,Payment Success,18000.0
20061,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-21,KALU GURJAR,Payment Success,18000.0
20062,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18158/2025-2026/201356,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,DR DHARAMVIRA GANDHI,PATIALA,2025-12-09,MS GURU NANAK TILES,Payment Success,46600.0
20063,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18158/2025-2026/201356,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,DR DHARAMVIRA GANDHI,PATIALA,2025-12-09,MS GURU NANAK TILES,Payment Success,10485.0
20064,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18158/2025-2026/201356,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,DR DHARAMVIRA GANDHI,PATIALA,2025-12-09,MS GURU NANAK TILES,Payment Success,49513.0
20065,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-21,SAMPAT SALVI,Payment Success,5440.0
20066,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-21,HEERA KHAROL,Payment Success,3808.0
20067,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18158/2025-2026/201356,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,DR DHARAMVIRA GANDHI,PATIALA,2025-12-09,RN BRICKS GRAM UDYOG SAMITI,Payment Success,11925.0
20068,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18158/2025-2026/225754,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,DR DHARAMVIRA GANDHI,PATIALA,2026-06-24,RN BRICKS GRAM UDYOG SAMITI,Payment Success,25200.0
20069,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18158/2025-2026/225754,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,DR DHARAMVIRA GANDHI,PATIALA,2026-08-12,RN BRICKS GRAM UDYOG SAMITI,Payment Success,8400.0
20070,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-21,KAMALA KHAROL,Payment Success,3808.0
20071,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-21,REKHA KHAROL,Payment Success,6528.0
20072,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-21,PRAKASH KHAROL,Payment Success,6528.0
20073,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-21,PUSPA,Payment Success,6528.0
20074,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-21,DEVRAI,Payment Success,6528.0
20075,Construction of toilet blocks,WS/MP18158/2025-2026/176957,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA,DR DHARAMVIRA GANDHI,PATIALA,2025-12-03,SS TOHI STEEL FURNITURE HOUSE,Payment Success,11401.0
20076,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-21,CHANDA,Payment Success,6528.0
20077,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18162/2025-2026/183880,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,DAMODAR AGARWAL,BHILWARA,2025-12-21,BADRI GURJAR,Payment Success,6528.0
20078,Construction of buildings for crèches and anganwadies,WS/MP740/2025-2026/140344,Tamil Nadu,TIRUPPUR,DISTRICT COLLECTOR TIRUPPUR,Andimuthu Raja,NILGIRIS(SC),2025-12-02,P SARAVANAN,Payment Success,1200000.0
20079,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/208340,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-05,manisha suyal,Payment Success,17934.0
20080,Construction of community centers and community halls,WS/MP021/2025-2026/171701,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-24,manisha suyal,Payment Success,9150.0
20081,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/208340,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-05,KAMLA DEVI,Payment Success,17934.0
20082,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/208340,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-05,SAKSHI SANWAL,Payment Success,17934.0
20083,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/208340,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-05,KIRAN,Payment Success,17934.0
20084,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/267131,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2026-07-18,KIRAN,Payment Success,17568.0
20085,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/208340,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-05,IMRAN,Payment Success,13635.0
20086,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/208340,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-05,SHER MOMHAD,Payment Success,13635.0
20087,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/177206,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-11,RAMUNA DEVI,Payment Success,9150.0
20088,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/177205,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-11,RAMUNA DEVI,Payment Success,10614.0
20089,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/177207,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2026-05-06,RAMUNA DEVI,Payment Success,9150.0
20090,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/177205,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-11,KAJAL CHAUHAN,Payment Success,10614.0
20091,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/177206,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-11,KAJAL CHAUHAN,Payment Success,9150.0
20092,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/177206,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-11,KUSHI DEVI,Payment Success,9150.0
20093,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/177205,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-11,KUSHI DEVI,Payment Success,10614.0
20094,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/177207,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2026-05-06,KUSHI DEVI,Payment Success,8784.0
20095,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/177207,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2026-05-06,HIMANSHU,Payment Success,10605.0
20096,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/177206,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-11,HIMANSHU,Payment Success,12625.0
20097,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/177205,Uttarakhand,NAINITAL,DISTRICT MAGISTRATE NAINITAL,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,2025-12-11,HIMANSHU,Payment Success,14645.0
